Horodateur,Âge,Genre,Quel est votre code postal ?,Occupation,Faites vous du vélo ?,Pour quels motifs ?,Possédez vous votre vélo ?,Quel type de vélo utilisez vous ?,Quel est votre type de vélo ?,1. Comment noteriez vous cette route ?,2. Comment noteriez vous cette route ?,3. Comment noteriez vous cette route ?,4. Comment noteriez vous cette route ?,5. Comment noteriez vous cette route ?,6. Comment noteriez vous cette route ?,7. Comment noteriez vous cette route ?,8. Comment noteriez vous cette route ?,9. Comment noteriez vous cette route ?,10. Comment noteriez vous cette route ?,11. Comment noteriez vous cette route ?,12. Comment noteriez vous cette route ?,13. Comment noteriez vous cette route ?,14. Comment noteriez vous cette route ?,15. Comment noteriez vous cette route ?,16. Comment noteriez vous cette route ?,17. Comment noteriez vous cette route ?,1 [Plus important],1 [Moins important],2 [Plus important],2 [Moins important],3 [Plus important],3 [Moins important],4 [Plus important],4 [Moins important],5 [Plus important],5 [Moins important],6 [Plus important],6 [Moins important],7 [Plus important],7 [Moins important],8 [Plus important],8 [Moins important],9 [Plus important],9 [Moins important],10 [Plus important],10 [Moins important],Avez vous des remarques concernant les aménagements cyclables et sur votre pratique (ou non) du vélo en ville ? (que changeriez vous et pourquoi ? avez vous déjà été impliqué dans des situation dangereuses ?)
17/07/2025 13:50:08,18 à 24 ans,Homme,69100,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,Vélo de Route,4,5,3,2,4,5,1,2,3,3,4,4,3,3,2,2,4,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,Les aménagements cyclables intercalés entre la chaussée et les stationnements (comme dans la zone de Confluence) représentent un risque. 
17/07/2025 13:52:11,18 à 24 ans,Homme,69120,Étudiant·e·s,Une ou plusieurs fois par mois,TC en panne/fin de service,Non,"Vélo en libre service musculaire, Vélo en libre service électrique",,5,5,4,3,4,3,1,3,3,3,5,4,4,2,3,1,4,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,
17/07/2025 13:53:50,18 à 24 ans,Femme,69100,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,VTT,5,4,4,4,5,4,4,3,4,4,5,4,4,4,3,3,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"L'emportiérage sur le côté est importante à prendre en compte : même avec une vitesse faible, un aménagement séparé et peu de pentes, il est toujours possible de se prendre une portière d'un automobiliste qui s'est garé et ne regarde pas en descendant, ça peut vite faire peur"
17/07/2025 13:55:48,50 à 64 ans,Femme,69518,"Cadres, professions intellectuelles supérieures",Une ou plusieurs fois par semaine,Domicile - Travail,Oui,Vélo personnel électrique,Vélo de Route,5,4,3,3,5,4,2,3,5,3,5,2,3,2,2,1,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 13:57:41,50 à 64 ans,Femme,69330,"Cadres, professions intellectuelles supérieures",Moins d'une fois par mois,Loisir,Oui,Vélo en libre service musculaire,Vélo de Route,4,4,3,2,4,4,2,3,3,3,4,1,2,2,4,2,4,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 13:58:05,18 à 24 ans,Homme,69100,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,"Vélo personnel musculaire, Vélo en libre service musculaire","Vélo de Route, Vélo de ville (type Hollandais)",5,3,3,2,5,2,2,2,4,3,5,3,3,3,2,2,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Les carrefours entre deux grands boulevards sont compliqués à gérer. Souvent obligé de démarrer quand les 4 feux sont au rouge avant que les voitures coupent le passage
"
17/07/2025 13:59:15,35 à 49 ans,Femme,69100,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,"Vélo personnel musculaire, Vélo en libre service musculaire","Vélo de Route, Vélo de ville (type Hollandais)",5,5,4,4,5,5,1,4,5,5,5,2,5,5,4,3,5,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,
17/07/2025 13:59:50,35 à 49 ans,Homme,38370,"Cadres, professions intellectuelles supérieures",Tous les jours ou presque,Domicile - Travail,Oui,Vélo personnel musculaire,VTC - vélo tout chemin ,5,3,3,1,5,4,2,4,5,4,2,1,3,3,3,1,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"* Photo 11 - la situation est particulière avec un banc le long de la voie cyclable 
* des facteurs qui me paraissent important dans la perception d'une voie cyclable sont aussi : (i) les potentielles interactions avec les piétons (typiquement, j'évite les quais du Rhône en cas d'affluence de piétons, car c'est bien trop dangereux en termes de risque d'accident avec un piéton (enfant, etc), je préfère passer sur les voies du dessus & (ii) la proximité de places de stationnement le long de la piste cyclable (éviter les coups de portière quand le stationnement se fait le long de la piste - exemple rue Servient)

Pour ma part, plusieurs accidents à vélo : (i) voiture en double file pour déposer quelqu'un avec ouverture de portière sans regarder dans le rétro / (ii) renversé au rond-point, malgré une bande cyclable"
17/07/2025 13:59:58,18 à 24 ans,Homme,74150,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,"Vélo de Route, VTT",5,5,4,2,5,5,2,4,5,4,5,3,5,3,4,3,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 14:02:55,18 à 24 ans,Homme,69130,Étudiant·e·s,Une ou plusieurs fois par mois,Loisir,Oui,Vélo personnel musculaire,VTT,5,5,4,4,5,3,2,4,5,4,5,3,5,4,4,2,5,La pente de la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"le vélo est un mode de transport vraiment agréable et plus on est loin des voitures, plus c'est agréable"
17/07/2025 14:07:05,18 à 24 ans,Femme,69008,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,"Vélo personnel musculaire, Vélo en libre service musculaire, Vélo en libre service électrique","VTT, Vélo de ville (type Hollandais)",5,5,4,4,5,5,2,4,4,4,5,4,4,4,4,3,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),Le nombre de voies de voitures,La pente de la route,"L’emplacement de la piste cyclable pas adaptée comme parfois exemple rue de l’épargne avant de passer le pont au dessus du train et que la piste cyclable est entre les voies de voitures mais que les voitures changent de voies et coupent la piste cyclable sans faire attention. 
Les rebords en béton sont parfois dangereux lorsque la piste cyclable est le long du trottoir et qu’il y a qu’une voie parce que une fois un enfant est descendu du trottoir parce qu’il jouait et moi je roulais vite mais j’ai pas pu l’éviter à cause du rebord en béton qui m’empêchait de faire un écart. "
17/07/2025 14:08:23,35 à 49 ans,Homme,69004,"Cadres, professions intellectuelles supérieures",Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,VTC,2,4,2,3,1,1,4,3,1,2,2,2,1,2,1,2,2,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,Tous les vélos ne roulent pas à la même vitesse. Des pistes trop étroites sont dangereuses.
17/07/2025 14:09:56,50 à 64 ans,Homme,92100,"Cadres, professions intellectuelles supérieures",Une ou plusieurs fois par mois,Loisir,Oui,Vélo personnel musculaire,VTT,3,5,2,1,4,5,1,2,3,2,4,2,2,2,2,1,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)","Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 14:19:42,50 à 64 ans,Femme,69300,"Cadres, professions intellectuelles supérieures",Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,Vélo personnel électrique,Vélo de ville (type Hollandais),5,5,4,3,5,3,2,3,4,4,5,3,4,3,3,3,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,L'environement (présence de verdure...),La pente de la route,L'environement (présence de verdure...),La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,
17/07/2025 14:27:09,18 à 24 ans,Femme,69120,Étudiant·e·s,Une ou plusieurs fois par semaine,Courses,Oui,Vélo personnel musculaire,VTT,5,5,3,2,4,5,2,3,4,4,5,1,3,4,3,1,5,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Souvent lors de travaux, les itinéraires cyclistes ne sont pas assez sécurisés "
17/07/2025 14:28:00,18 à 24 ans,Femme,69120,Étudiant·e·s,Une ou plusieurs fois par semaine,"Domicile - Travail, Courses, Déplacement d'un point A à un point B",Oui,"Vélo personnel musculaire, Vélo en libre service musculaire",Vélo de Route,5,2,2,2,4,3,1,3,2,3,5,2,3,3,2,1,3,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Les rues à sens unique où la largeur de la chaussée fait à peine plus qu'une voiture lorsque des voitures sont stationnées : c'est systématiquement le cycliste qui s'arrête et qui laisse passer la voiture alors que c'est le cycliste qui est le + vulnérable

Les bandes cyclables dont le tracé est partiellement ou totalement effacé, particulièrement embêtant lorsque la rue est en sens unique pour les voitures"
17/07/2025 14:29:52,18 à 24 ans,Femme,69120,Étudiant·e·s,Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,Vélo de ville (type Hollandais),4,5,3,2,4,5,1,1,4,2,3,1,3,2,1,1,3,Le nombre de voies de voitures,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),Le nombre de voies de voitures,La pente de la route,"Les aménagements qui sécurisent les piétons sont l'action la plus importante que peut faire la ville : type de piste cyclable renforcé et nombre de voies pour les voitures diminué. 
En ce qui concerne la vitesse des voitures, les limitations ont beau être là, si quelqu'un a décidé de conduire n'importe comment, il le fera dans tous les cas, et les cyclistes ne seront donc pas en sécurité sur des aménagements faibles. Le mieux serait d'interdire les voitures en ville ! "
17/07/2025 14:45:27,50 à 64 ans,Homme,69003,Chercheur - enseignant,Une ou plusieurs fois par mois,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,VTT,5,5,4,1,4,4,2,2,5,2,5,4,3,3,2,2,5,La vitesse des voitures qui roulent sur la route,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,La pente de la route,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"- Avoir des pistes cyclables matériellement séparées (bordures) des voies de circulation des voitures améliore selon moi nettement la sécurité des cyclistes.
- Situations dangereuses rencontrées sur les pistes cyclables où cohabitent cyclistes, trottinettes, piétons, joggeurs (ex la piste cyclable qui longe la ligne de tram T3) où les vitesses de certains cyclistes peuvent être inadaptées à la densité de circulation et où le comportement de certains piétons semble ignorer le fait qu'ils se trouvent sur une piste cyclable.
- Situations dangereuses également rencontrées lorsqu'un arrêt de transport en commun se situe à proximité d'une piste cyclable (ex tramT3 à la Soie, Bus C8 à Vaulx en Velin Picasso où l'on descend du bus et se retrouve sur une piste cyclable d'un mètre de large...). Les passagers descendent du transport en commun et coupent la piste cyclable sans se rendre compte qu'ils sont sur une piste cyclable. A ces endroits, le marquage est souvent inexistant."
17/07/2025 14:45:42,moins de 18 ans,Homme,78740,Étudiant·e·s,Une ou plusieurs fois par semaine,Loisir,Oui,Vélo personnel musculaire,"VTT, Vélo de ville (type Hollandais)",5,4,3,2,4,3,3,4,4,4,4,2,1,3,2,3,4,La vitesse des voitures qui roulent sur la route,La pente de la route,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,La pente de la route,Pas vraiment vu que j'ai pas d'aménagement a côté de chez moi
17/07/2025 14:45:55,25 à 34 ans,Homme,69007,"Cadres, professions intellectuelles supérieures",Tous les jours ou presque,"Domicile - Travail, Loisir",Oui,Vélo personnel musculaire,Vélo de Route,5,5,4,3,5,4,3,4,5,4,5,4,4,4,4,3,5,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,La pente de la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),Le nombre de voies de voitures,La pente de la route,Le nombre de voies de voitures,
17/07/2025 14:46:00,18 à 24 ans,Femme,69100,Étudiant·e·s,Moins d'une fois par mois,Loisir,Non,Vélo en libre service musculaire,Vélo de ville (type Hollandais),3,3,2,2,4,1,2,2,3,2,4,2,2,2,2,1,4,Le nombre de voies de voitures,La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,Le nombre de voies de voitures,L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",L'environement (présence de verdure...),"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Mes notations ne sont jamais à 5 étoiles car je ne suis pas à l'aise à vélo peu importe le type d'aménagement. Je pourrais mettre 5 étoiles pour rouler à vélo sur une voie bus lorsqu'il n'y a pas de bus car c'est large, plat, sans voiture et bus"
17/07/2025 14:51:30,18 à 24 ans,Femme,69100,Étudiant·e·s,Moins d'une fois par mois,Loisir,Non,Vélo en libre service musculaire,VTT,4,5,3,1,3,4,1,2,4,3,5,1,3,2,2,1,5,La pente de la route,Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),La vitesse des voitures qui roulent sur la route,L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La pente de la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,L'environement (présence de verdure...),Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",La vitesse des voitures qui roulent sur la route,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,"Le type de piste cyclable (bande cyclable, voies vertes, Voies Lyonnaises...)",Le nombre de voies de voitures,
